Отметка времени,Расход,Доход,Комментарии,Ресурсы,Группы,Адрес электронной почты,,,
13.05.2017 2:38:25,200,,макдональдс Бусику,НАЛ,Развлечения,,,,
14.05.2017 0:15:56,450,,флешка,Сбербанк зарплата,"Бытовая техника, мебель",,,,
14.05.2017 0:16:17,280,,,НАЛ,Продукты,,,,
14.05.2017 0:16:44,3000,,,Сбербанк зарплата,МинусКарта,,,,
14.05.2017 0:17:02,,3000,,НАЛ,ПлюсНалик,,,,
14.05.2017 0:17:59,330,,бассейн,НАЛ,Развлечения,,,,
15.05.2017 6:53:24,250,,,НАЛ,Обед,,,,
15.05.2017 11:59:57,500,,,НАЛ,Обед,,,,
15.05.2017 12:00:28,1000,,,ВТБ,МинусКарта,,,,
15.05.2017 12:00:47,,1000,,НАЛ,ПлюсНалик,,,,
15.05.2017 12:01:32,937,,,ВТБ,Продукты,,,,
15.05.2017 12:04:05,1000,,,НАЛ,Дашины занятия,,,,
15.05.2017 12:07:16,1000,,,НАЛ,CORR,,,,
15.05.2017 23:51:11,1700,,,Сбербанк зарплата,Транспорт,,,,
15.05.2017 23:51:41,,55000,,Сбербанк зарплата,Сбербанк зарплата,,,,
16.05.2017 5:01:22,250,,,НАЛ,Обед,,,,
16.05.2017 5:01:47,55000,,,Сбербанк зарплата,Ипотека,,,,
16.05.2017 5:03:39,13700,,,Росбанк кредит,Ипотека,,,,
16.05.2017 9:55:06,416,,,ВТБ,Продукты,,,,
16.05.2017 9:55:53,365,,,НАЛ,Обед,,,,
16.05.2017 9:56:30,120,,,НАЛ,Продукты,,,,
16.05.2017 9:57:00,150,,,Сбербанк Маша,Обед,,,,
17.05.2017 6:51:21,200,,Даше подушечики,НАЛ,Продукты,,,,
17.05.2017 6:51:35,145,,,НАЛ,Обед,,,,
17.05.2017 11:43:42,3000,,,"Отпуск, накопления",МинусОтпуск,,,,
17.05.2017 11:44:18,,3000,,ВТБ,ПлюсКарта,,,,
17.05.2017 11:47:19,1736,,,ВТБ,Продукты,,,,
17.05.2017 12:17:07,2000,,,Сбербанк зарплата,МинусКарта,,,,
17.05.2017 12:17:21,,2000,,НАЛ,ПлюсНалик,,,,
17.05.2017 12:17:35,1000,,,НАЛ,Дашины занятия,,,,
17.05.2017 12:33:31,3000,,,Сбербанк зарплата,МинусКарта,,,,
17.05.2017 12:33:49,,3000,,НАЛ,ПлюсНалик,,,,
17.05.2017 12:34:05,2000,,,НАЛ,Дашины занятия,,,,
18.05.2017 11:42:45,267,,,ВТБ,Продукты,,,,
18.05.2017 11:43:03,170,,,НАЛ,Продукты,,,,
19.05.2017 0:05:59,200,,очень вкусный бутерброд!,НАЛ,Обед,,,,
19.05.2017 12:13:50,774,,,ВТБ,Продукты,,,,
19.05.2017 12:14:22,200,,,НАЛ,Обед,,,,
20.05.2017 8:30:23,3355,,,Сбербанк зарплата,Продукты,,,,
20.05.2017 8:30:51,200,,пиво,НАЛ,Продукты,,,,
20.05.2017 8:31:19,330,,бассейн,НАЛ,Развлечения,,,,
20.05.2017 8:31:43,100,,,НАЛ,Дашины занятия,,,,
20.05.2017 8:41:17,502,,,ВТБ,Обед,,,,
21.05.2017 0:40:33,206,,,Сбербанк зарплата,Продукты,,,,
22.05.2017 3:30:29,300,,,НАЛ,Обед,,,,
